Login,IsLegalUser,AuthenticationMethod,IsAuthenticated,N,H_Score,DU_Score,UU_Score,DD_Score,TotalAuthenticationScore
s057,False,NormalizedManhattan,True,3,0.051,0.244,0.093,0.06,0.112
s057,False,NormalizedManhattan,True,3,0.03,0.106,0.068,0.074,0.0695
s057,False,NormalizedManhattan,True,3,0.052,0.189,0.101,0.094,0.10899999999999999
s057,False,NormalizedManhattan,True,3,0.039,0.12,0.109,0.108,0.094
s057,False,NormalizedManhattan,True,3,0.021,0.072,0.06,0.057,0.0525
s057,False,NormalizedManhattan,True,3,0.077,0.127,0.084,0.073,0.09025000000000001
s057,False,NormalizedManhattan,True,3,0.037,0.1,0.056,0.077,0.0675
s057,False,NormalizedManhattan,True,3,0.054,0.099,0.065,0.065,0.07075000000000001
s057,False,NormalizedManhattan,True,3,0.047,0.152,0.101,0.088,0.097
s057,False,NormalizedManhattan,True,3,0.033,0.214,0.113,0.124,0.121
s057,False,NormalizedManhattan,True,3,0.05,0.206,0.092,0.081,0.10725
s057,False,NormalizedManhattan,True,3,0.048,0.154,0.101,0.081,0.09600000000000002
s057,False,NormalizedManhattan,True,3,0.038,0.15,0.089,0.09,0.09175
s057,False,NormalizedManhattan,True,3,0.074,0.131,0.063,0.064,0.083
s057,False,NormalizedManhattan,True,3,0.049,0.103,0.087,0.076,0.07875
s057,False,NormalizedManhattan,True,3,0.071,0.214,0.125,0.106,0.129
s057,False,NormalizedManhattan,True,3,0.063,0.181,0.118,0.102,0.11599999999999999
s057,False,NormalizedManhattan,True,3,0.048,0.151,0.11,0.097,0.1015
s057,False,NormalizedManhattan,True,3,0.033,0.124,0.099,0.095,0.08775
s057,False,NormalizedManhattan,True,3,0.039,0.116,0.086,0.088,0.08224999999999999
s057,False,NormalizedManhattan,True,3,0.068,0.219,0.123,0.109,0.12975
s057,False,NormalizedManhattan,True,3,0.05,0.129,0.091,0.082,0.08800000000000001
s057,False,NormalizedManhattan,True,3,0.055,0.122,0.091,0.087,0.08875
s057,False,NormalizedManhattan,True,3,0.026,0.162,0.095,0.09,0.09325
s057,False,NormalizedManhattan,False,3,0.029,0.249,0.198,0.197,0.16825
s057,False,NormalizedManhattan,True,3,0.021,0.151,0.123,0.126,0.10525
s057,False,NormalizedManhattan,True,3,0.036,0.1,0.08,0.077,0.07325000000000001
s057,False,NormalizedManhattan,False,3,0.052,0.217,0.175,0.174,0.1545
s057,False,NormalizedManhattan,True,3,0.077,0.101,0.067,0.056,0.07525
s057,False,NormalizedManhattan,True,3,0.044,0.255,0.113,0.101,0.12825
