Login,IsLegalUser,AuthenticationMethod,IsAuthenticated,N,H_Score,DU_Score,UU_Score,DD_Score,TotalAuthenticationScore
s057,False,ITAD,False,3,1,0,0.18518518518518517,0.18518518518518517,0.34259259259259256
s057,False,ITAD,False,3,0.5925925925925926,0.18518518518518517,0.14814814814814814,0.18518518518518517,0.27777777777777773
s057,False,ITAD,False,3,0.7407407407407407,0.1111111111111111,0.14814814814814814,0.18518518518518517,0.2962962962962963
s057,False,ITAD,True,3,0.48148148148148145,0.5925925925925927,0.5925925925925927,0.5925925925925927,0.5648148148148149
s057,False,ITAD,True,3,1,0.3333333333333333,0.5555555555555557,0.48148148148148145,0.5925925925925926
s057,False,ITAD,True,3,0.3333333333333333,0.5555555555555557,0.5555555555555557,0.5185185185185186,0.4907407407407408
s057,False,ITAD,False,3,0.9259259259259258,0.07407407407407407,0.14814814814814814,0.18518518518518517,0.33333333333333326
s057,False,ITAD,False,3,0.5925925925925926,0.18518518518518517,0.14814814814814814,0.18518518518518517,0.27777777777777773
s057,False,ITAD,True,3,1,0.3333333333333333,0.5555555555555557,0.3333333333333333,0.5555555555555556
s057,False,ITAD,True,3,1,0.18518518518518517,0.5925925925925927,0.7037037037037037,0.6203703703703703
s057,False,ITAD,True,3,1,0.07407407407407407,0.40740740740740733,0.5185185185185186,0.5
s057,False,ITAD,True,3,1,0.2962962962962963,0.5555555555555557,0.3333333333333333,0.5462962962962964
s057,False,ITAD,True,3,1,0.5925925925925927,0.6296296296296297,0.7777777777777778,0.75
s057,False,ITAD,True,3,1,0.40740740740740744,0.4444444444444444,0.5185185185185186,0.5925925925925926
s057,False,ITAD,True,3,1,0.37037037037037035,0.5555555555555557,0.5925925925925927,0.6296296296296297
s057,False,ITAD,False,3,1,0.18518518518518517,0.25925925925925924,0.2592592592592593,0.42592592592592593
s057,False,ITAD,True,3,1,0.2962962962962963,0.5555555555555557,0.48148148148148145,0.5833333333333334
s057,False,ITAD,True,3,1,0.5555555555555557,0.5925925925925927,0.5925925925925927,0.6851851851851852
s057,False,ITAD,False,3,0.48148148148148145,0.2962962962962963,0.25925925925925924,0.2592592592592593,0.32407407407407407
s057,False,ITAD,False,3,0.6296296296296295,0.25925925925925924,0.25925925925925924,0.2962962962962963,0.3611111111111111
s057,False,ITAD,False,3,1,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.37037037037037035
s057,False,ITAD,True,3,1,0.48148148148148145,0.5925925925925927,0.5925925925925927,0.6666666666666666
s057,False,ITAD,True,3,1,0.5925925925925927,0.6296296296296297,0.6296296296296297,0.712962962962963
s057,False,ITAD,False,3,1,0.07407407407407407,0.14814814814814814,0.18518518518518517,0.3518518518518518
s057,False,ITAD,False,3,1,0.1111111111111111,0.2222222222222222,0.2592592592592593,0.3981481481481482
s057,False,ITAD,True,3,0.9629629629629629,0.5555555555555557,0.5555555555555557,0.5925925925925927,0.6666666666666667
s057,False,ITAD,False,3,0.7037037037037037,0.2222222222222222,0.2222222222222222,0.2592592592592593,0.35185185185185186
s057,False,ITAD,False,3,0.8888888888888888,0.18518518518518517,0.2222222222222222,0.2592592592592593,0.3888888888888889
s057,False,ITAD,True,3,1,0.5555555555555557,0.5555555555555557,0.5925925925925927,0.675925925925926
s057,False,ITAD,False,3,1,0.07407407407407407,0.2222222222222222,0.18518518518518517,0.37037037037037035
s057,False,ITAD,True,3,0.9629629629629629,0.8518518518518519,0.8888888888888888,0.8518518518518519,0.8888888888888888
s057,False,ITAD,True,3,1,0.8148148148148149,0.8518518518518519,0.8888888888888888,0.888888888888889
s057,False,ITAD,False,3,0.7407407407407407,0.07407407407407407,0.07407407407407407,0.18518518518518517,0.2685185185185185
s057,False,ITAD,False,3,0.8888888888888888,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.287037037037037
s057,False,ITAD,True,3,1,0.9259259259259258,0.8888888888888888,0.9629629629629629,0.9444444444444444
s057,False,ITAD,False,3,0.5925925925925926,0.18518518518518517,0.2222222222222222,0.18518518518518517,0.2962962962962963
s057,False,ITAD,False,3,0.9259259259259258,0.2222222222222222,0.25925925925925924,0.2592592592592593,0.41666666666666663
s057,False,ITAD,True,3,0.8888888888888888,0.5555555555555557,0.5555555555555557,0.5925925925925927,0.6481481481481483
s057,False,ITAD,True,3,0,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.6388888888888888
s057,False,ITAD,True,3,1,0.8888888888888888,1,0.9259259259259258,0.9537037037037037
s057,False,ITAD,False,3,1,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.3333333333333333
s057,False,ITAD,False,3,0.3703703703703704,0.25925925925925924,0.2222222222222222,0.2592592592592593,0.2777777777777778
s057,False,ITAD,False,3,0.1111111111111111,0.5185185185185186,0.40740740740740733,0.40740740740740733,0.36111111111111116
s057,False,ITAD,False,3,0.8888888888888888,0.07407407407407407,0.14814814814814814,0.18518518518518517,0.32407407407407407
s057,False,ITAD,True,3,0.5925925925925926,0.5925925925925927,0.5925925925925927,0.5925925925925927,0.5925925925925926
s057,False,ITAD,True,3,1,0.5555555555555557,0.5925925925925927,0.5925925925925927,0.6851851851851852
s057,False,ITAD,True,3,1,0.40740740740740744,0.5555555555555557,0.5555555555555557,0.6296296296296298
s057,False,ITAD,False,3,0.4444444444444444,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.24999999999999994
s057,False,ITAD,False,3,0.1111111111111111,0.3333333333333333,0.25925925925925924,0.2592592592592593,0.24074074074074076
s057,False,ITAD,True,3,0.9259259259259258,0.2962962962962963,0.40740740740740733,0.3333333333333333,0.49074074074074064
s057,False,ITAD,False,3,0.6666666666666666,0.1111111111111111,0.18518518518518517,0.14814814814814814,0.27777777777777773
s057,False,ITAD,True,3,1,0.6296296296296297,0.7037037037037037,0.7407407407407407,0.7685185185185186
s057,False,ITAD,False,3,0.1111111111111111,0.5555555555555557,0.5555555555555557,0.5185185185185186,0.43518518518518523
s057,False,ITAD,False,3,0.8148148148148148,0.18518518518518517,0.2222222222222222,0.2222222222222222,0.36111111111111116
s057,False,ITAD,False,3,1,0.07407407407407407,0.25925925925925924,0.18518518518518517,0.3796296296296296
s057,False,ITAD,True,3,1,0.5555555555555557,0.5925925925925927,0.5925925925925927,0.6851851851851852
s057,True,ITAD,False,3,0.9629629629629629,0.1111111111111111,0.2222222222222222,0.18518518518518517,0.37037037037037035
s057,True,ITAD,False,3,1,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.34259259259259256
s057,True,ITAD,False,3,1,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.32407407407407407
s057,True,ITAD,False,3,0.9259259259259258,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.26851851851851843
s057,True,ITAD,False,3,1,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.28703703703703703
s057,True,ITAD,False,3,0.9259259259259258,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.3055555555555555
s057,True,ITAD,False,3,0.9629629629629629,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.3148148148148148
s057,True,ITAD,False,3,0.48148148148148145,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.21296296296296297
s056,True,ITAD,False,3,0.2222222222222222,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111
s056,True,ITAD,False,3,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.09259259259259259
s056,True,ITAD,False,3,0.2222222222222222,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111
s056,True,ITAD,False,3,0.25925925925925924,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.12037037037037036
s056,True,ITAD,False,3,0.4444444444444444,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.16666666666666666
s056,True,ITAD,False,3,0.5555555555555555,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.2037037037037037
s056,True,ITAD,False,3,0.6666666666666666,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222
s056,True,ITAD,False,3,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.08333333333333333
s056,True,ITAD,False,3,0.5555555555555555,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.19444444444444442
s056,True,ITAD,False,3,0.6666666666666666,0.07407407407407407,0.18518518518518517,0.07407407407407407,0.24999999999999997
s056,True,ITAD,False,3,0.5185185185185185,0.3333333333333333,0.33333333333333326,0.37037037037037035,0.38888888888888884
s056,True,ITAD,False,3,0.7037037037037037,0.3333333333333333,0.2962962962962963,0.2962962962962963,0.4074074074074074
s056,True,ITAD,False,3,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.08333333333333333
s056,True,ITAD,False,3,0.40740740740740744,0.14814814814814814,0.18518518518518517,0.07407407407407407,0.2037037037037037
s056,True,ITAD,False,3,0.7037037037037037,0.07407407407407407,0.18518518518518517,0.07407407407407407,0.2592592592592593
s056,True,ITAD,False,3,0.5185185185185185,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.18518518518518517
s056,True,ITAD,False,3,0.5555555555555555,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.19444444444444442
s056,True,ITAD,False,3,0.6666666666666666,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2222222222222222
s056,True,ITAD,False,3,0.5925925925925926,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2037037037037037
s056,True,ITAD,False,3,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.09259259259259259
s056,True,ITAD,False,3,0.814814814814815,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.3981481481481482
s056,True,ITAD,False,3,0.3703703703703704,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.14814814814814817
s056,True,ITAD,False,3,0.18518518518518517,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.10185185185185185
s056,True,ITAD,False,3,0.5185185185185185,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.18518518518518517
s056,True,ITAD,False,3,0.5185185185185185,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.18518518518518517
s056,True,ITAD,False,3,0.3333333333333333,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1388888888888889
s056,True,ITAD,False,3,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.09259259259259259
s056,True,ITAD,False,3,0.5555555555555555,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.19444444444444442
s056,True,ITAD,False,3,0.40740740740740744,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1574074074074074
s056,True,ITAD,False,3,0.40740740740740744,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1574074074074074
s056,True,ITAD,False,3,0.3703703703703704,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.14814814814814817
s056,True,ITAD,False,3,0.1111111111111111,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.08333333333333333
s056,True,ITAD,False,3,0.2222222222222222,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111
